stationIDX,lat,lon,name,url
6033,54.43951,-7.900328,"Lough Navar, United Kingdom",https://aqicn.org/city/united-kingdom/northenireland/lough-navar
6034,54.180381,-6.33924,"Newry Canal Street, United Kingdom",https://aqicn.org/city/united-kingdom/northenireland/newry-canal-street
6035,54.178861,-6.348254,Newry Monaghan Row,http://aqicn.org/city/united-kingdom/northenireland/newry-monaghan-row/
6036,54.821427,-7.453291,"Strabane Springhill Park, United Kingdom",https://aqicn.org/city/united-kingdom/northenireland/strabane-springhill-park
6246,50.95780278,1.890077758,"Calais Parmentier, Nord-Pas-de-Calais, France",https://aqicn.org/city/france/nord-pas-de-calais/calais-parmentier
6248,50.71308889,1.607816667,"Boulogne-sur-mer, Nord-Pas-de-Calais, France",https://aqicn.org/city/france/nord-pas-de-calais/boulogne-sur-mer
6249,50.69435278,1.576572441,"Outreau, Nord-Pas-de-Calais, France",https://aqicn.org/city/france/nord-pas-de-calais/outreau
6339,55.944008,-3.059223,"East Lothian Musselburgh N High St, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/east-lothian-musselburgh-n-high-st
6340,55.896909,-3.31966,"Edinburgh Currie, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/edinburgh-currie
6341,55.861667,-4.271389,"Glasgow Anderston, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/glasgow-anderston
6342,54.543516,-6.008608,"Lisburn Dunmurry Seymour Hill, United Kingdom",https://aqicn.org/city/united-kingdom/northenireland/lisburn-dunmurry-seymour-hill
6343,54.177794,-6.336044,Newry Trevor Hill,http://aqicn.org/city/united-kingdom/northenireland/newry-trevor-hill/
6344,54.641963,-5.837939,"North Down Holywood A2, United Kingdom",https://aqicn.org/city/united-kingdom/northenireland/north-down-holywood-a2
7944,51.552476,-0.258089,"Brent - Ikea, United Kingdom",https://aqicn.org/city/united-kingdom/brent-ikea
7945,51.52770662,-0.129053205,"Camden - Euston Road, United Kingdom",https://aqicn.org/city/united-kingdom/camden-euston-road
7946,51.526454,-0.08491,"Hackney - Old Street, United Kingdom",https://aqicn.org/city/united-kingdom/hackney-old-street
7947,51.52078746,0.205460706,"Havering - Rainham, United Kingdom",https://aqicn.org/city/united-kingdom/havering-rainham
7948,51.51504617,-0.008418493,"Tower Hamlets - Blackwall, United Kingdom",https://aqicn.org/city/united-kingdom/tower-hamlets-blackwall
7949,51.51452534,-0.104515626,"City of London - Farringdon Street, United Kingdom",https://aqicn.org/city/united-kingdom/city-of-london-farringdon-street
7950,51.50851648,-0.392208459,Ealing - Southall FDMS,http://aqicn.org/city/united-kingdom/ealing-southall-fdms/
7951,51.49464868,0.137279111,"Bexley - Belvedere West, United Kingdom",https://aqicn.org/city/united-kingdom/bexley-belvedere-west
7952,51.49061021,0.158914494,"Bexley - Belvedere, United Kingdom",https://aqicn.org/city/united-kingdom/bexley-belvedere
7953,51.490532,0.074003,"Greenwich - A206 Burrage Grove, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-a206-burrage-grove
7954,51.486957,0.095111,"Greenwich - Plumstead High Street, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-plumstead-high-street
7955,51.486884,0.017901,"Greenwich - Woolwich Flyover, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-woolwich-flyover
7956,51.474954,-0.039641,"Lewisham - New Cross, United Kingdom",https://aqicn.org/city/united-kingdom/lewisham-new-cross
7957,51.456357,0.040725,"Greenwich - Westhorne Avenue, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-westhorne-avenue
7958,51.4563,0.085606,"Greenwich and Bexley - Falconwood, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-and-bexley-falconwood
7959,51.3892869,-0.141661525,"Sutton - Beddington Lane north, United Kingdom",https://aqicn.org/city/united-kingdom/sutton-beddington-lane-north
8045,57.15736,-2.094278,"Aberdeen Errol Place, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/aberdeen-errol-place
8046,55.79412,-4.354968,"Glasgow Waulkmillglen Reservoir, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/glasgow-waulkmillglen-reservoir
8047,55.818357,-4.081839,"South Lanarkshire Uddingston, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/south-lanarkshire-uddingston
8048,55.91796,-4.406231,"West Dunbartonshire Clydebank, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/west-dunbartonshire-clydebank
8049,56.117258,-3.791896,"Alloa, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/alloa
8050,55.860936,-4.238214,"Glasgow High Street, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/glasgow-high-street
8051,55.863313,-4.390978,"Renfrew Cockels Loan, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/renfrew-cockels-loan
8052,55.828408,-4.218786,"South Lanarkshire Rutherglen, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/south-lanarkshire-rutherglen
8053,53.290642,-4.406563,"Anglesey Llynfaes, United Kingdom",https://aqicn.org/city/united-kingdom/wales/anglesey-llynfaes
8054,53.24528,-4.199496,Anglesey Penhesgyn 2,http://aqicn.org/city/united-kingdom/wales/anglesey-penhesgyn-2/
8055,51.666667,-3.194919,"Caerphilly Blackwood High Street, United Kingdom",https://aqicn.org/city/united-kingdom/wales/caerphilly-blackwood-high-street
8056,51.74032,-3.2983,"Caerphilly Fochriw, United Kingdom",https://aqicn.org/city/united-kingdom/wales/caerphilly-fochriw
8057,51.573962,-3.218084,"Caerphilly White Street, United Kingdom",https://aqicn.org/city/united-kingdom/wales/caerphilly-white-street
8058,51.638094,-2.678731,"Chepstow A48, United Kingdom",https://aqicn.org/city/united-kingdom/wales/chepstow-a48
8059,51.601203,-2.977281,"Newport St Julians Comp School, United Kingdom",https://aqicn.org/city/united-kingdom/wales/newport-st-julians-comp-school
8060,51.590233,-3.786049,"Port Talbot Docks, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-docks
8061,51.572433,-3.751092,"Port Talbot Dyffryn School, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-dyffryn-school
8062,51.58493,-3.801069,"Port Talbot Little Warren, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-little-warren
8063,51.579656,-3.766465,"Port Talbot Prince Street 2, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-prince-street-2
8064,51.591479,-3.779197,"Port Talbot Talbot Road, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-talbot-road
8065,51.589942,-3.772005,"Port Talbot Theodore Road, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-theodore-road
8066,51.576676,-3.759005,"Port Talbot Twll-yn-y-Wal Park, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-twll-yn-y-wal-park
8067,51.565439,-3.256145,Rhondda-Cynon-Taf Nantgarw,http://aqicn.org/city/united-kingdom/wales/rhondda-cynon-taf-nantgarw/
8068,51.662122,-3.921301,"Swansea Morriston Roadside, United Kingdom",https://aqicn.org/city/united-kingdom/wales/swansea-morriston-roadside
8069,51.61968,-3.33232,"Rhondda Glyncoch Garth Avenue, United Kingdom",https://aqicn.org/city/united-kingdom/wales/rhondda-glyncoch-garth-avenue
8070,52.629444,1.296667,"Norwich Castle Meadow, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/norwich-castle-meadow
8071,52.462778,0.814722,"Breckland East Wretham, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/breckland-east-wretham
8072,52.766667,0.393611,"King's Lynn Estuary Close OSIRIS, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/kings-lynn-estuary-close-osiris
8073,52.7575,0.392222,"Kings Lynn Page Stair Lane OSIRIS, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/kings-lynn-page-stair-lane-osiris
8074,52.765278,0.400833,"King’s Lynn North Lynn, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/kings-lynn-north-lynn
8075,52.656667,0.511944,Kings Lynn Stoke Ferry OSIRIS,http://aqicn.org/city/united-kingdom/norfolk/kings-lynn-stoke-ferry-osiris/
8076,52.740278,0.395556,King's Lynn St Michael's OSIRIS,http://aqicn.org/city/united-kingdom/norfolk/kings-lynn-st-michaels-osiris/
8077,51.662222,-0.264167,"Hertsmere Borehamwood Background, United Kingdom",https://aqicn.org/city/united-kingdom/hertsbeds/hertsmere-borehamwood-background
8078,51.659722,-0.26194,"Hertsmere Borehamwood Roadside, United Kingdom",https://aqicn.org/city/united-kingdom/hertsbeds/hertsmere-borehamwood-roadside
8079,51.659167,-0.402778,"Watford Town Hall, United Kingdom",https://aqicn.org/city/united-kingdom/hertsbeds/watford-town-hall
8082,51.877778,-0.376389,"Luton Airport, United Kingdom",https://aqicn.org/city/united-kingdom/hertsbeds/luton-airport
8138,51.688254,-4.993565,Pembroke Power Station,http://aqicn.org/city/united-kingdom/wales/pembroke-power-station/
8618,50.61047931,1.9914529,"Campagne-lès-B., Nord-Pas-de-Calais, France",https://aqicn.org/city/france/nord-pas-de-calais/campagne-les-b.
8620,49.51421414,0.100861112,"Ville-haute EREA Genevoix, Le Havre, France",https://aqicn.org/city/france/le-havre/ville-haute-erea-genevoix
8667,55.673936,-3.775658,"South Lanarkshire Lanark, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/south-lanarkshire-lanark
8668,56.117343,-3.791818,"Alloa A907, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/alloa-a907
8669,56.642076,-2.894328,"Angus Forfar Glamis Rd, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/angus-forfar-glamis-rd
8670,55.843583,-4.037413,"North Lanarkshire Kirkshaw, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/north-lanarkshire-kirkshaw
8671,55.818802,-4.167073,"South Lanarkshire Cambuslang, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/south-lanarkshire-cambuslang
8911,53.244131,-1.454946,"Chesterfield Loundsley Green, United Kingdom",https://aqicn.org/city/united-kingdom/chesterfield-loundsley-green
8912,51.149617,-1.438228,"Chilbolton Observatory, United Kingdom",https://aqicn.org/city/united-kingdom/chilbolton-observatory
8913,52.411563,-1.560228,"Coventry Allesley, United Kingdom",https://aqicn.org/city/united-kingdom/coventry-allesley
8914,55.002818,-7.331179,"Derry Rosemount, United Kingdom",https://aqicn.org/city/united-kingdom/derry-rosemount
8915,55.860936,-4.238214,"Glasgow High Street, United Kingdom",https://aqicn.org/city/united-kingdom/glasgow-high-street
8916,54.565819,-1.3159,"Stockton-on-Tees A1305 Roadside, United Kingdom",https://aqicn.org/city/united-kingdom/stockton-on-tees-a1305-roadside
8917,51.462839,-2.584482,"Bristol St Paul's, United Kingdom",https://aqicn.org/city/united-kingdom/bristol-st-pauls
8918,51.57661,0.030858,"Redbridge - Gardner Close, United Kingdom",https://aqicn.org/city/united-kingdom/redbridge-gardner-close
8919,51.51384718,-0.077765682,"City of London - Sir John Cass School, United Kingdom",https://aqicn.org/city/united-kingdom/city-of-london-sir-john-cass-school
8920,51.510808,0.121617,"Bexley - Thamesmead, United Kingdom",https://aqicn.org/city/united-kingdom/bexley-thamesmead
8921,51.492571,0.017697,"Greenwich - Millennium Village, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-millennium-village
8922,51.4563,0.085606,"Greenwich and Bexley - Falconwood FDMS, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-and-bexley-falconwood-fdms
8923,51.410039,-0.127523,"Croydon - Norbury Manor, United Kingdom",https://aqicn.org/city/united-kingdom/croydon-norbury-manor
8924,51.444567,-3.187042,"V Glamorgan Windsor Road Penarth, United Kingdom",https://aqicn.org/city/united-kingdom/wales/v-glamorgan-windsor-road-penarth
8925,53.410479,-4.493642,"Anglesey Felin Cafnan, United Kingdom",https://aqicn.org/city/united-kingdom/wales/anglesey-felin-cafnan
8926,55.002851,-7.331128,"Derry Rosemount, United Kingdom",https://aqicn.org/city/united-kingdom/northenireland/derry-rosemount
9041,51.56948433,0.082907475,"Redbridge - Ley Street, United Kingdom",https://aqicn.org/city/united-kingdom/redbridge-ley-street
9042,53.307155,-4.274216,"Anglesey Brynteg, United Kingdom",https://aqicn.org/city/united-kingdom/wales/anglesey-brynteg
9043,53.5032996,-2.38139048,"Salford M60, United Kingdom",https://aqicn.org/city/united-kingdom/salford-m60
9044,53.44853081,-2.32097439,"Trafford, United Kingdom",https://aqicn.org/city/united-kingdom/trafford
9045,53.52515502,-2.27901456,"Bury Prestwich, United Kingdom",https://aqicn.org/city/united-kingdom/bury-prestwich
9046,53.563481,-2.330732,"Bury Radcliffe, United Kingdom",https://aqicn.org/city/united-kingdom/bury-radcliffe
9047,53.471802,-2.237572,"Manchester Oxford Road, United Kingdom",https://aqicn.org/city/united-kingdom/manchester-oxford-road
9048,53.3771105,-2.12021337,"Stockport Hazel Grove, United Kingdom",https://aqicn.org/city/united-kingdom/stockport-hazel-grove
9049,53.458994,-2.005694,"Tameside Mottram Moor, United Kingdom",https://aqicn.org/city/united-kingdom/tameside-mottram-moor
9050,53.44544109,-2.10083371,"Tameside Two Trees School, United Kingdom",https://aqicn.org/city/united-kingdom/tameside-two-trees-school
9051,53.4424622,-2.31132399,"Trafford A56, United Kingdom",https://aqicn.org/city/united-kingdom/trafford-a56
9080,53.46008,-2.472056,"Glazebury, United Kingdom",https://aqicn.org/city/united-kingdom/glazebury
9081,53.368889,-2.243333,Manchester South SO2,http://aqicn.org/city/united-kingdom/manchester-south-so2/
9579,56.45974,-2.970708,"Dundee Whitehall Street, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/dundee-whitehall-street
9580,55.9425,-3.281111,"Edinburgh St John's Road, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/edinburgh-st-johns-road
9581,56.002188,-3.784352,"Falkirk Graham's Road, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/falkirk-grahams-road
9582,56.013572,-3.789022,"Falkirk Main St Bainsford, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/falkirk-main-st-bainsford
9583,55.836203,-4.508783,"Renfrewshire Johnston, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/renfrewshire-johnston
9584,55.798813,-4.058363,"South Lanarkshire Raith Interchange 2, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/south-lanarkshire-raith-interchange-2
10088,49.9180081,1.073972133,"Dieppe, avenue Gambetta, Trafic, France",https://aqicn.org/city/france/normandie/dieppe--avenue-gambetta--trafic
10089,49.50019176,0.110902804,"Rue  Lafaurie Trafic, Le Havre, France",https://aqicn.org/city/france/le-havre/rue--lafaurie-trafic
10096,50.73957,-1.826744,"Bournemouth, United Kingdom",https://aqicn.org/city/united-kingdom/bournemouth
10097,50.735454,-1.780888,"Christchurch Barrack Road, United Kingdom",https://aqicn.org/city/united-kingdom/christchurch-barrack-road
10098,55.944079,-4.734421,"Greenock A8 Roadside, United Kingdom",https://aqicn.org/city/united-kingdom/greenock-a8-roadside
10099,52.272257,-0.916605,"Northampton Spring Park, United Kingdom",https://aqicn.org/city/united-kingdom/northampton-spring-park
10100,53.40495,-1.455815,"Sheffield Barnsley Road, United Kingdom",https://aqicn.org/city/united-kingdom/sheffield-barnsley-road
10101,52.47609,-1.875024,"Birmingham A4540 Roadside, United Kingdom",https://aqicn.org/city/united-kingdom/birmingham-a4540-roadside
10102,51.53240546,-0.217718909,"Brent - Ark Franklin Academy, United Kingdom",https://aqicn.org/city/united-kingdom/brent-ark-franklin-academy
10103,51.48390725,0.000407397,"Greenwich - Trafalgar Road (Hoskins St), United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-trafalgar-road-hoskins-st
10104,51.45298471,-0.944461433,"Reading - New Town, United Kingdom",https://aqicn.org/city/united-kingdom/reading-new-town
10105,52.614167,1.301944,"Norwich Lakenfields AURN, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/norwich-lakenfields-aurn
10106,52.746111,0.402,"Kings Lynn Southgates, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/kings-lynn-southgates
10107,52.57194,0.511944,King’s Lynn Stoke Ferry Furlong Road,http://aqicn.org/city/united-kingdom/norfolk/kings-lynn-stoke-ferry-furlong-road/
10108,52.570278,0.513333,"King's Lynn Stoke Ferry Wretton Road, United Kingdom",https://aqicn.org/city/united-kingdom/norfolk/kings-lynn-stoke-ferry-wretton-road
10678,51.48178,-3.17625,"Cardiff Centre, United Kingdom",https://aqicn.org/city/united-kingdom/wales/cardiff-centre
10679,51.6538,-3.006953,"Cwmbran, United Kingdom",https://aqicn.org/city/united-kingdom/wales/cwmbran
10680,51.781784,-4.691462,"Narberth, United Kingdom",https://aqicn.org/city/united-kingdom/wales/narberth
10681,51.58395,-3.770822,"Port Talbot Margam, United Kingdom",https://aqicn.org/city/united-kingdom/wales/port-talbot-margam
10682,51.632696,-3.947374,"Swansea Roadside, United Kingdom",https://aqicn.org/city/united-kingdom/wales/swansea-roadside
10683,53.24528,-4.199496,"Anglesey Penhesgyn 3, United Kingdom",https://aqicn.org/city/united-kingdom/wales/anglesey-penhesgyn-3
10684,51.49096,-3.152305,"Cardiff Newport Road, United Kingdom",https://aqicn.org/city/united-kingdom/wales/cardiff-newport-road
10873,57.481308,-4.241451,"Inverness, United Kingdom",https://aqicn.org/city/united-kingdom/inverness
10874,51.49467,-0.131931,"London Westminster, United Kingdom",https://aqicn.org/city/united-kingdom/london-westminster
10875,51.53240546,-0.217718909,"Brent - ARK Franklin Primary Academy, United Kingdom",https://aqicn.org/city/united-kingdom/brent-ark-franklin-primary-academy
10876,51.49377467,0.010779624,"Greenwich - John Harrison Way, United Kingdom",https://aqicn.org/city/united-kingdom/greenwich-john-harrison-way
10877,57.481308,-4.241451,"Inverness, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/inverness
10945,49.50275308,0.232486223,"Gonfreville L Orcher - Parc De La Mairie, Le Havre, France",https://aqicn.org/city/france/le-havre/gonfreville-l-orcher-parc-de-la-mairie
11651,53.04222,-3.002778,"Wrexham, United Kingdom",https://aqicn.org/city/united-kingdom/wrexham
11652,52.481346,-1.918235,"Birmingham Ladywood, United Kingdom",https://aqicn.org/city/united-kingdom/birmingham-ladywood
11653,51.449674,-0.037418,"London Honor Oak Park, United Kingdom",https://aqicn.org/city/united-kingdom/london-honor-oak-park
11654,56.001956,-3.786485,"Falkirk Hope St, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/falkirk-hope-st
11655,55.793907,-4.092354,"South Lanarkshire Blantyre, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/south-lanarkshire-blantyre
11656,55.976262,-3.163964,"Edinburgh Tower Street, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/edinburgh-tower-street
11657,55.783432,-3.98179,"N Lanarkshire Motherwell Civic Centre, United Kingdom",https://aqicn.org/city/united-kingdom/scotland/n-lanarkshire-motherwell-civic-centre
11676,50.94988889,1.769172204,"Sangatte, Nord-Pas-de-Calais, France",https://aqicn.org/city/france/nord-pas-de-calais/sangatte
11766,51.489398,-0.310081,"Hounslow Brentford, United Kingdom",https://aqicn.org/city/united-kingdom/hounslow-brentford
11767,51.492507,-0.257252,"Hounslow Chiswick, United Kingdom",https://aqicn.org/city/united-kingdom/hounslow-chiswick
11768,51.562376,-0.004898,"Waltham Forest Dawlish Rd, United Kingdom",https://aqicn.org/city/united-kingdom/waltham-forest-dawlish-rd
12503,51.537799,-0.247793,"Brent - John Keble Primary School, United Kingdom",https://aqicn.org/city/united-kingdom/brent-john-keble-primary-school
12504,51.552656,-0.248774,"Brent - Neasden Lane, United Kingdom",https://aqicn.org/city/united-kingdom/brent-neasden-lane
